backend_api_id,module,controller,java_method,http_method,controller_path,external_path_candidate,permissions,idempotent_annotation,response_type,data_scope,source,openapi_status
BEAPI-0102,inventory,InvCustomerController,edit,POST,/customer/update,/inventory/customer/update,inv:customer:edit,yes,AjaxResult,待逐接口核验,erp-modules/erp-inventory/src/main/java/com/erp/inventory/controller/InvCustomerController.java:200,待生成版本化 OpenAPI 基线
BEAPI-0103,inventory,InvCustomerController,remove,DELETE,/customer/{customerIds},/inventory/customer/{customerIds},inv:customer:remove,yes,AjaxResult,待逐接口核验,erp-modules/erp-inventory/src/main/java/com/erp/inventory/controller/InvCustomerController.java:210,待生成版本化 OpenAPI 基线
BEAPI-0104,inventory,InvCustomerController,export,POST,/customer/export,/inventory/customer/export,inv:customer:export,no,void,待逐接口核验,erp-modules/erp-inventory/src/main/java/com/erp/inventory/controller/InvCustomerController.java:220,待生成版本化 OpenAPI 基线
BEAPI-0105,inventory,InvDeliveryNoticeController,list,GET,/deliveryNotice/list,/inventory/deliveryNotice/list,未声明/公共接口,no,TableDataInfo,待逐接口核验,erp-modules/erp-inventory/src/main/java/com/erp/inventory/controller/InvDeliveryNoticeController.java:35,待生成版本化 OpenAPI 基线
BEAPI-0106,inventory,InvDeliveryNoticeController,detail,GET,/deliveryNotice/{noticeId},/inventory/deliveryNotice/{noticeId},未声明/公共接口,no,AjaxResult,待逐接口核验,erp-modules/erp-inventory/src/main/java/com/erp/inventory/controller/InvDeliveryNoticeController.java:44,待生成版本化 OpenAPI 基线
BEAPI-0107,inventory,InvDeliveryNoticeController,create,POST,/deliveryNotice/create/{salesOrderId},/inventory/deliveryNotice/create/{salesOrderId},未声明/公共接口,yes,AjaxResult,待逐接口核验,erp-modules/erp-inventory/src/main/java/com/erp/inventory/controller/InvDeliveryNoticeController.java:53,待生成版本化 OpenAPI 基线
BEAPI-0108,inventory,InvDeliveryNoticeController,deliver,POST,/deliveryNotice/deliver/{noticeId},/inventory/deliveryNotice/deliver/{noticeId},未声明/公共接口,yes,AjaxResult,待逐接口核验,erp-modules/erp-inventory/src/main/java/com/erp/inventory/controller/InvDeliveryNoticeController.java:63,待生成版本化 OpenAPI 基线
BEAPI-0109,inventory,InvDeliveryNoticeController,cancel,DELETE,/deliveryNotice/{noticeId},/inventory/deliveryNotice/{noticeId},未声明/公共接口,yes,AjaxResult,待逐接口核验,erp-modules/erp-inventory/src/main/java/com/erp/inventory/controller/InvDeliveryNoticeController.java:74,待生成版本化 OpenAPI 基线
BEAPI-0110,inventory,InvDeliveryNoticeController,export,POST,/deliveryNotice/export,/inventory/deliveryNotice/export,未声明/公共接口,no,void,待逐接口核验,erp-modules/erp-inventory/src/main/java/com/erp/inventory/controller/InvDeliveryNoticeController.java:83,待生成版本化 OpenAPI 基线
BEAPI-0111,inventory,InvDocumentStatusLogController,list,GET,/audit/list,/inventory/audit/list,inv:audit:list,no,TableDataInfo,待逐接口核验,erp-modules/erp-inventory/src/main/java/com/erp/inventory/controller/InvDocumentStatusLogController.java:23,待生成版本化 OpenAPI 基线
BEAPI-0112,inventory,InvGiftCategoryController,tree,GET,/gift/category/tree,/inventory/gift/category/tree,inv:transfer:add | inv:transfer:list,no,AjaxResult,待逐接口核验,erp-modules/erp-inventory/src/main/java/com/erp/inventory/controller/InvGiftCategoryController.java:33,待生成版本化 OpenAPI 基线
BEAPI-0113,inventory,InvGiftCategoryController,getInfo,GET,/gift/category/{categoryId},/inventory/gift/category/{categoryId},未声明/公共接口,no,AjaxResult,待逐接口核验,erp-modules/erp-inventory/src/main/java/com/erp/inventory/controller/InvGiftCategoryController.java:41,待生成版本化 OpenAPI 基线
BEAPI-0114,inventory,InvGiftCategoryController,add,POST,/gift/category,/inventory/gift/category,未声明/公共接口,yes,AjaxResult,待逐接口核验,erp-modules/erp-inventory/src/main/java/com/erp/inventory/controller/InvGiftCategoryController.java:50,待生成版本化 OpenAPI 基线
BEAPI-0115,inventory,InvGiftCategoryController,edit,POST,/gift/category/update,/inventory/gift/category/update,未声明/公共接口,yes,AjaxResult,待逐接口核验,erp-modules/erp-inventory/src/main/java/com/erp/inventory/controller/InvGiftCategoryController.java:59,待生成版本化 OpenAPI 基线
BEAPI-0116,inventory,InvGiftCategoryController,remove,DELETE,/gift/category/{categoryId},/inventory/gift/category/{categoryId},未声明/公共接口,yes,AjaxResult,待逐接口核验,erp-modules/erp-inventory/src/main/java/com/erp/inventory/controller/InvGiftCategoryController.java:68,待生成版本化 OpenAPI 基线
BEAPI-0117,inventory,InvGiftController,list,GET,/gift/list,/inventory/gift/list,inv:gift:list,no,TableDataInfo,待逐接口核验,erp-modules/erp-inventory/src/main/java/com/erp/inventory/controller/InvGiftController.java:37,待生成版本化 OpenAPI 基线
BEAPI-0118,inventory,InvGiftController,getInfo,GET,/gift/{giftId},/inventory/gift/{giftId},inv:gift:query,no,AjaxResult,待逐接口核验,erp-modules/erp-inventory/src/main/java/com/erp/inventory/controller/InvGiftController.java:46,待生成版本化 OpenAPI 基线
BEAPI-0119,inventory,InvGiftController,add,POST,/gift,/inventory/gift,inv:gift:add,yes,AjaxResult,待逐接口核验,erp-modules/erp-inventory/src/main/java/com/erp/inventory/controller/InvGiftController.java:55,待生成版本化 OpenAPI 基线
BEAPI-0120,inventory,InvGiftController,edit,POST,/gift/update,/inventory/gift/update,inv:gift:edit,yes,AjaxResult,待逐接口核验,erp-modules/erp-inventory/src/main/java/com/erp/inventory/controller/InvGiftController.java:64,待生成版本化 OpenAPI 基线
BEAPI-0121,inventory,InvGiftController,remove,DELETE,/gift/{giftIds},/inventory/gift/{giftIds},inv:gift:remove,yes,AjaxResult,待逐接口核验,erp-modules/erp-inventory/src/main/java/com/erp/inventory/controller/InvGiftController.java:73,待生成版本化 OpenAPI 基线
BEAPI-0122,inventory,InvGiftController,export,POST,/gift/export,/inventory/gift/export,inv:gift:export,no,void,待逐接口核验,erp-modules/erp-inventory/src/main/java/com/erp/inventory/controller/InvGiftController.java:82,待生成版本化 OpenAPI 基线
BEAPI-0123,inventory,InvGiftController,importData,POST,/gift/importData,/inventory/gift/importData,inv:gift:import,yes,AjaxResult,待逐接口核验,erp-modules/erp-inventory/src/main/java/com/erp/inventory/controller/InvGiftController.java:93,待生成版本化 OpenAPI 基线
BEAPI-0124,inventory,InvGiftController,importTemplate,POST,/gift/importTemplate,/inventory/gift/importTemplate,inv:gift:template,no,void,待逐接口核验,erp-modules/erp-inventory/src/main/java/com/erp/inventory/controller/InvGiftController.java:103,待生成版本化 OpenAPI 基线
BEAPI-0125,inventory,InvMobileController,options,GET,/mobile/options/{type},/inventory/mobile/options/{type},inv:customer:list | inv:product:list | inv:stock:list | inv:supplier:list,no,AjaxResult,待逐接口核验,erp-modules/erp-inventory/src/main/java/com/erp/inventory/controller/InvMobileController.java:27,待生成版本化 OpenAPI 基线
BEAPI-0126,inventory,InvMobileController,workbenchSummary,GET,/mobile/workbench/summary,/inventory/mobile/workbench/summary,未声明/公共接口,no,AjaxResult,待逐接口核验,erp-modules/erp-inventory/src/main/java/com/erp/inventory/controller/InvMobileController.java:34,待生成版本化 OpenAPI 基线
BEAPI-0127,inventory,InvMobileController,transferApprovalTodos,GET,/mobile/transfer-approval/todo,/inventory/mobile/transfer-approval/todo,inv:transfer:approve,no,TableDataInfo,待逐接口核验,erp-modules/erp-inventory/src/main/java/com/erp/inventory/controller/InvMobileController.java:41,待生成版本化 OpenAPI 基线
BEAPI-0128,inventory,InvOeCategoryController,tree,GET,/oe/category/tree,/inventory/oe/category/tree,未声明/公共接口,no,AjaxResult,待逐接口核验,erp-modules/erp-inventory/src/main/java/com/erp/inventory/controller/InvOeCategoryController.java:32,待生成版本化 OpenAPI 基线
BEAPI-0129,inventory,InvOeCategoryController,getInfo,GET,/oe/category/{categoryId},/inventory/oe/category/{categoryId},未声明/公共接口,no,AjaxResult,待逐接口核验,erp-modules/erp-inventory/src/main/java/com/erp/inventory/controller/InvOeCategoryController.java:40,待生成版本化 OpenAPI 基线
BEAPI-0130,inventory,InvOeCategoryController,add,POST,/oe/category,/inventory/oe/category,未声明/公共接口,yes,AjaxResult,待逐接口核验,erp-modules/erp-inventory/src/main/java/com/erp/inventory/controller/InvOeCategoryController.java:49,待生成版本化 OpenAPI 基线
BEAPI-0131,inventory,InvOeCategoryController,edit,POST,/oe/category/update,/inventory/oe/category/update,未声明/公共接口,yes,AjaxResult,待逐接口核验,erp-modules/erp-inventory/src/main/java/com/erp/inventory/controller/InvOeCategoryController.java:58,待生成版本化 OpenAPI 基线
BEAPI-0132,inventory,InvOeCategoryController,remove,DELETE,/oe/category/{categoryId},/inventory/oe/category/{categoryId},未声明/公共接口,yes,AjaxResult,待逐接口核验,erp-modules/erp-inventory/src/main/java/com/erp/inventory/controller/InvOeCategoryController.java:67,待生成版本化 OpenAPI 基线
BEAPI-0133,inventory,InvOeController,list,GET,/oe/list,/inventory/oe/list,inv:oe:list,no,TableDataInfo,待逐接口核验,erp-modules/erp-inventory/src/main/java/com/erp/inventory/controller/InvOeController.java:37,待生成版本化 OpenAPI 基线
BEAPI-0134,inventory,InvOeController,getInfo,GET,/oe/{oeItemId},/inventory/oe/{oeItemId},inv:oe:query,no,AjaxResult,待逐接口核验,erp-modules/erp-inventory/src/main/java/com/erp/inventory/controller/InvOeController.java:46,待生成版本化 OpenAPI 基线
BEAPI-0135,inventory,InvOeController,add,POST,/oe,/inventory/oe,inv:oe:add,yes,AjaxResult,待逐接口核验,erp-modules/erp-inventory/src/main/java/com/erp/inventory/controller/InvOeController.java:55,待生成版本化 OpenAPI 基线
BEAPI-0136,inventory,InvOeController,edit,POST,/oe/update,/inventory/oe/update,inv:oe:edit,yes,AjaxResult,待逐接口核验,erp-modules/erp-inventory/src/main/java/com/erp/inventory/controller/InvOeController.java:64,待生成版本化 OpenAPI 基线
BEAPI-0137,inventory,InvOeController,remove,DELETE,/oe/{oeItemIds},/inventory/oe/{oeItemIds},inv:oe:remove,yes,AjaxResult,待逐接口核验,erp-modules/erp-inventory/src/main/java/com/erp/inventory/controller/InvOeController.java:73,待生成版本化 OpenAPI 基线
BEAPI-0138,inventory,InvOeController,export,POST,/oe/export,/inventory/oe/export,inv:oe:export,no,void,待逐接口核验,erp-modules/erp-inventory/src/main/java/com/erp/inventory/controller/InvOeController.java:82,待生成版本化 OpenAPI 基线
BEAPI-0139,inventory,InvOeController,importData,POST,/oe/importData,/inventory/oe/importData,inv:oe:import,yes,AjaxResult,待逐接口核验,erp-modules/erp-inventory/src/main/java/com/erp/inventory/controller/InvOeController.java:93,待生成版本化 OpenAPI 基线
BEAPI-0140,inventory,InvOeController,importTemplate,POST,/oe/importTemplate,/inventory/oe/importTemplate,inv:oe:template,no,void,待逐接口核验,erp-modules/erp-inventory/src/main/java/com/erp/inventory/controller/InvOeController.java:103,待生成版本化 OpenAPI 基线
BEAPI-0141,inventory,InvOeReplenishmentController,list,GET,/oeReplenishment/list,/inventory/oeReplenishment/list,未声明/公共接口,no,TableDataInfo,待逐接口核验,erp-modules/erp-inventory/src/main/java/com/erp/inventory/controller/InvOeReplenishmentController.java:35,待生成版本化 OpenAPI 基线
BEAPI-0142,inventory,InvOeReplenishmentController,opsStats,GET,/oeReplenishment/ops-stats,/inventory/oeReplenishment/ops-stats,未声明/公共接口,no,AjaxResult,待逐接口核验,erp-modules/erp-inventory/src/main/java/com/erp/inventory/controller/InvOeReplenishmentController.java:46,待生成版本化 OpenAPI 基线
BEAPI-0143,inventory,InvOeReplenishmentController,getInfo,GET,/oeReplenishment/{demandId},/inventory/oeReplenishment/{demandId},未声明/公共接口,no,AjaxResult,待逐接口核验,erp-modules/erp-inventory/src/main/java/com/erp/inventory/controller/InvOeReplenishmentController.java:53,待生成版本化 OpenAPI 基线
BEAPI-0144,inventory,InvOeReplenishmentController,markOutOfStock,POST,/oeReplenishment/{demandId}/out-of-stock,/inventory/oeReplenishment/{demandId}/out-of-stock,未声明/公共接口,yes,AjaxResult,待逐接口核验,erp-modules/erp-inventory/src/main/java/com/erp/inventory/controller/InvOeReplenishmentController.java:64,待生成版本化 OpenAPI 基线
BEAPI-0145,inventory,InvOeReplenishmentController,close,POST,/oeReplenishment/{demandId}/close,/inventory/oeReplenishment/{demandId}/close,未声明/公共接口,yes,AjaxResult,待逐接口核验,erp-modules/erp-inventory/src/main/java/com/erp/inventory/controller/InvOeReplenishmentController.java:77,待生成版本化 OpenAPI 基线
BEAPI-0146,inventory,InvOeReplenishmentController,createTransfer,POST,/oeReplenishment/{demandId}/transfers,/inventory/oeReplenishment/{demandId}/transfers,未声明/公共接口,yes,AjaxResult,待逐接口核验,erp-modules/erp-inventory/src/main/java/com/erp/inventory/controller/InvOeReplenishmentController.java:89,待生成版本化 OpenAPI 基线
BEAPI-0147,inventory,InvOeReplenishmentInternalController,receiveEvent,POST,/oeReplenishment/inner/events,/inventory/oeReplenishment/inner/events,未声明/公共接口,no,R<Long>,待逐接口核验,erp-modules/erp-inventory/src/main/java/com/erp/inventory/controller/InvOeReplenishmentInternalController.java:26,待生成版本化 OpenAPI 基线
BEAPI-0148,inventory,InvProductCategoryController,tree,GET,/category/tree,/inventory/category/tree,inv:category:list | inv:category:tree,no,AjaxResult,待逐接口核验,erp-modules/erp-inventory/src/main/java/com/erp/inventory/controller/InvProductCategoryController.java:33,待生成版本化 OpenAPI 基线
BEAPI-0149,inventory,InvProductCategoryController,getInfo,GET,/category/{categoryId},/inventory/category/{categoryId},inv:category:query,no,AjaxResult,待逐接口核验,erp-modules/erp-inventory/src/main/java/com/erp/inventory/controller/InvProductCategoryController.java:42,待生成版本化 OpenAPI 基线
BEAPI-0150,inventory,InvProductCategoryController,add,POST,/category,/inventory/category,inv:category:add,yes,AjaxResult,待逐接口核验,erp-modules/erp-inventory/src/main/java/com/erp/inventory/controller/InvProductCategoryController.java:53,待生成版本化 OpenAPI 基线
BEAPI-0151,inventory,InvProductCategoryController,edit,POST,/category/update,/inventory/category/update,inv:category:edit,yes,AjaxResult,待逐接口核验,erp-modules/erp-inventory/src/main/java/com/erp/inventory/controller/InvProductCategoryController.java:64,待生成版本化 OpenAPI 基线
BEAPI-0152,inventory,InvProductCategoryController,remove,DELETE,/category/{categoryId},/inventory/category/{categoryId},inv:category:remove,yes,AjaxResult,待逐接口核验,erp-modules/erp-inventory/src/main/java/com/erp/inventory/controller/InvProductCategoryController.java:75,待生成版本化 OpenAPI 基线
BEAPI-0153,inventory,InvProductController,list,GET,/product/list,/inventory/product/list,inv:cost:view | inv:product:list,no,TableDataInfo,待逐接口核验,erp-modules/erp-inventory/src/main/java/com/erp/inventory/controller/InvProductController.java:44,待生成版本化 OpenAPI 基线
